Date,Open,High,Low,Close,Adj Close,Volume
1990-01-02,7.34375,7.484375,7.3125,7.484375,3.3331778049468994,5376000
1990-01-03,7.484375,7.53125,7.40625,7.515625,3.3470940589904785,7007200
1990-01-04,7.515625,7.546875,7.4375,7.53125,3.3540542125701904,4132000
1990-01-05,7.5,7.59375,7.453125,7.453125,3.319262981414795,4864000
1990-01-08,7.453125,7.578125,7.4375,7.578125,3.374929189682007,7173600
1990-01-09,7.578125,7.578125,7.34375,7.34375,3.2705509662628174,7431200
1990-01-10,7.359375,7.4375,7.1875,7.234375,3.221842050552368,8620800
1990-01-11,7.3125,7.359375,7.28125,7.328125,3.263593912124634,3319200
1990-01-12,7.25,7.296875,7.078125,7.109375,3.1661722660064697,8144800
1990-01-15,7.0625,7.140625,7.046875,7.078125,3.1522557735443115,4255200
1990-01-16,7.03125,7.078125,6.96875,7.078125,3.1522557735443115,8056800
1990-01-17,7.0625,7.109375,7.015625,7.015625,3.124420166015625,7482400
1990-01-18,6.96875,7.09375,6.953125,7.078125,3.1522557735443115,4601600
1990-01-19,7.078125,7.1875,7.0625,7.171875,3.1940059661865234,5992000
1990-01-22,7.140625,7.15625,6.921875,6.921875,3.082669258117676,4003200
1990-01-23,7.046875,7.046875,6.875,6.90625,3.0757110118865967,6219200
1990-01-24,6.75,6.84375,6.578125,6.78125,3.02003812789917,11744000
1990-01-25,6.734375,6.828125,6.59375,6.625,2.950453519821167,5124000
1990-01-26,6.625,6.734375,6.4375,6.609375,2.943495988845825,6485600
1990-01-29,6.6875,6.703125,6.5625,6.609375,2.943495988845825,4469600
1990-01-30,6.65625,6.671875,6.390625,6.5,2.8947861194610596,6475200
1990-01-31,6.53125,6.609375,6.484375,6.546875,2.9156603813171387,5142400
1990-02-01,6.78125,6.78125,6.640625,6.671875,2.9713306427001953,5934400
1990-02-02,6.6875,6.875,6.671875,6.828125,3.0409164428710938,4728000
1990-02-05,6.796875,6.828125,6.75,6.78125,3.02003812789917,3910400
1990-02-06,6.8125,6.8125,6.65625,6.75,3.0061252117156982,3760800
1990-02-07,6.734375,6.90625,6.671875,6.84375,3.0478763580322266,5452000
1990-02-08,6.921875,7.03125,6.890625,6.96875,3.103543281555176,8659200
1990-02-09,7.0,7.078125,6.984375,7.015625,3.124420166015625,3249600
1990-02-12,7.03125,7.03125,6.9375,6.96875,3.103543281555176,2563200
1990-02-13,6.953125,6.953125,6.828125,6.875,3.0778045654296875,3593600
1990-02-14,6.90625,6.953125,6.875,6.9375,3.1057820320129395,3696800
1990-02-15,6.90625,7.046875,6.90625,7.046875,3.154747486114502,3306400
1990-02-16,7.046875,7.046875,6.90625,6.9375,3.1057820320129395,5685600
1990-02-20,6.90625,6.90625,6.6875,6.8125,3.0498225688934326,4844000
1990-02-21,6.6875,6.75,6.6875,6.71875,3.007852077484131,5664000
1990-02-22,6.75,6.78125,6.640625,6.640625,2.9728775024414062,3593600
1990-02-23,6.640625,6.65625,6.5,6.515625,2.9169180393218994,8368800
1990-02-26,6.5625,6.6875,6.5,6.671875,2.986867666244507,4156800
1990-02-27,6.6875,6.75,6.65625,6.671875,2.986867666244507,4815200
1990-02-28,6.640625,6.765625,6.640625,6.703125,3.0008580684661865,6101600
1990-03-01,6.734375,6.828125,6.71875,6.75,3.021843194961548,3040800
1990-03-02,6.8125,6.875,6.765625,6.875,3.0778045654296875,4353600
1990-03-05,6.875,6.9375,6.765625,6.765625,3.0288360118865967,4536000
1990-03-06,6.796875,6.921875,6.796875,6.90625,3.0917932987213135,4117600
1990-03-07,6.96875,6.96875,6.875,6.90625,3.0917932987213135,3157600
1990-03-08,6.96875,7.0,6.921875,6.984375,3.126767158508301,3329600
1990-03-09,6.953125,6.96875,6.90625,6.953125,3.1127774715423584,3087200
1990-03-12,6.90625,6.9375,6.828125,6.921875,3.098787546157837,2899200
1990-03-13,6.90625,6.921875,6.78125,6.796875,3.042828321456909,3235200
1990-03-14,6.828125,6.90625,6.8125,6.890625,3.08479905128479,4241600
